1,Company,URL,Emp Count,Customer Problem & Solution (≈100 words),Key Technologies,Emp Count Source,Count Source Type
483,Quantify Specialty Care,quantifysc.com,13,"Employers with high-cost chronic diseases struggle to coordinate infusions and mental-health support. Quantify provides in-home specialty infusion paired with behavioural therapy, integrated scheduling and reimbursement, improving adherence and lowering stop-loss claims.",Nurse-dispatch platform; EMR-integrated infusion EHR; at-home vitals IoT kit; payer reporting dashboard; patient-engagement app,Not Specified,Not Specified
484,SRC UK,srcuk.com,70,"UK MoD programmes need indigenous electronic-warfare expertise. SRC UK adapts parent SRC Inc.’s EWIR software, threat-sim receivers and counter-UAS tech for British platforms, supplying mission data, range simulators and analysis that sharpen operational readiness without US export-control delays.",EWIR production suite; threat-simulation receivers; counter-UAS RF defeat; mission-planning software; NATO data-exchange APIs,(est.),1 public source
485,Voicentric,voicentric.co.uk,74,"Life-science vendors struggle to reach niche researchers globally. Voicentric’s PhD-led tele-marketing teams conduct multilingual lead gen, market intel and nurture, accelerating sales cycles and feeding CRM with lab-validated prospects that digital ads miss.",Intelligent call-routing CRM; GDPR-compliant data enrichment; multilingual SDR training platform; science-specific scripting AI; pipeline analytics,Not Specified,Not Specified
486,Sunnova Energy,sunnova.com,1306,"Homeowners want resilient, affordable power yet face cash-heavy solar installs. Sunnova finances rooftop PV + batteries via 25-year service agreements, adaptive energy management and grid-services revenue share, delivering energy independence with zero upfront cost.",Adaptive Energy Platform; solar + LG/CATL storage; Span smart-panel integration; VPP aggregation API; AI O&M diagnostics,Not Specified,Not Specified
487,Boca Pharmacy Group,bocapharmacygroup.com,65,"Underserved urban patients juggle multiple chronic meds and transit barriers. BOCA pairs community pharmacies with home delivery, custom packaging and MTM tele-consults, improving adherence and outcomes in high-risk populations while lowering hospital readmissions for health-plan partners.",Central‐fill automation; home-delivery app; adherence blister-pack line; MTM analytics; multilingual patient-engagement CRM,Not Specified,Not Specified
488,Propio Language Services,propio.com,5100,"Hospitals and courts risk errors and penalties when LEP clients can’t communicate. Propio’s cloud OPI/VRI network connects 17 k interpreters in 300+ languages on demand, integrates with EHRs and IVR, and offers AI-routed scheduling plus secure doc translation—so organisations meet compliance and improve CX.",WebRTC interpreter platform; AI language-pair routing; HIPAA secure translation CMS; mobile VRI app; usage & quality analytics,Not Specified,Not Specified
489,Health Analytics LLC,heathanaltics.com,25,"Pharma and payers need HEOR evidence translated into market-access wins. Health Analytics designs studies, runs claims/EHR analyses and crafts value dossiers that persuade HTA bodies and payers—bridging pure research and commercial strategy so innovations get reimbursed faster. LinkedIn",HEOR study-design engine; payer-value modeller; RWE claims/EHR data mart; interactive budget-impact tools; med-writing automation,Not Specified,Not Specified
507,Arcus Biosciences,arcusbio.com,627,"PD-(L)1 therapy plateaus leave advanced-cancer patients few options. Arcus designs next-gen Fc-enhanced anti-TIGIT, CD73 and HIF-2α molecules plus small-molecule combos, using structure-guided immunology to out-flank resistance and extend survival.","Fc-silencing antibody platform, IND-to-trial AI engine, CRISPR target validation, modular GMP biologics plant, biomarker-driven trials",Not Specified,Not Specified
512,Crain Communications,crain.com,4400,"Executives need authoritative industry intel. Crain’s 20+ B2B brands deliver data, events and news that monetise via subscriptions and lead-gen, helping leaders act faster in auto, healthcare, finance and media. LinkedIn","Multi-brand CMS, pay-wall & entitlements, proprietary data products, virtual-event platform, first-party ID graph",Not Specified,Not Specified
77,Veryable,veryableops.com,200,"Manufacturers and 3PLs lose margin when a fixed payroll can’t flex with daily demand swings. Veryable’s on-demand labor marketplace lets operations managers post micro-shifts that vetted, W-2 compliant operators claim via mobile in minutes. A proprietary matching engine scores skill, distance, and reliability to fill same-day labor, while analytics help facilities tune takt time, overtime, and cost per unit. The result is a just-in-time workforce that scales like inventory, leveling productivity and throughput without full-time overhead.",Two-sided labor marketplace; real-time capacity algorithm; ISO-27001 payroll rails; mobile badging & geo-fence clock-in; ops KPI dashboard,Veryable,Multi 2dary
44,Microsoft,live.com,"228,000","Microsoft enables organizations of every size to innovate, collaborate, and protect data in a cloud-first, AI-powered era. Azure’s global network delivers elastic compute, advanced analytics, IoT, and foundational AI, while Microsoft 365 unites communication, documents, and endpoint security for hybrid work. Dynamics 365 and the Power Platform digitize frontline and back-office processes with low-code automation; GitHub and Visual Studio accelerate secure software delivery; and Copilot generative assistants embed reasoning into workflows. Comprehensive compliance, identity, and zero-trust capabilities reduce risk, letting businesses focus on transforming products, services, and customer experiences rather than maintaining disparate infrastructure.",Azure cloud services; Microsoft 365 suite; Power Platform low-code; GitHub DevOps; Dynamics 365 SaaS; Copilot generative-AI stack,,Multi 2dary
131,Microsoft Outlook (Microsoft),outlook.com,"228,000","Knowledge workers juggle chat, files and calendars across devices. Outlook bridges email, Teams meetings and Loop components into one AI-powered hub, summarizing threads, scheduling across time zones and enforcing security/compliance automatically. The integration reduces context-switching and shadow IT for 345 million users worldwide.",Microsoft 365 Graph; Copilot generative AI; Exchange Online Protection; Loop real-time co-authoring; cross-platform Fluent UI,,Multi 2dary
591,Microsoft,live.com,"228,000","Knowledge workers juggle chat, files, and calendars across devices. Outlook (live.com) bridges email, Teams meetings, and Loop components into one AI-powered hub, summarizing threads, scheduling across time zones, and enforcing security/compliance automatically. The integration reduces context-switching and shadow IT for 345 million users worldwide.",Microsoft 365 Graph; Copilot generative AI; Exchange Online Protection; Loop co-authoring; Fluent UI,,Multi 2dary
643,Outlook,outlook.com,"228,000","Knowledge workers juggle email, calendar, and files across apps. Outlook integrates Exchange email, Teams chat, and Loop components into one intelligent UI. AI-powered summaries, scheduling assistants, and compliance checks reduce context-switching, boosting productivity and security for 400M+ users globally.",Microsoft 365 Graph; Copilot insights; Exchange Online Protection; Loop co-authoring,,Multi 2dary
518,FSP,fsp.co,352,"Public-sector and FTSE clients need secure digital transformation fast. FSP’s 300-consultant guild delivers cloud, cyber and data platforms with ISO 27001 SOC-ops, reducing project risk and time-to-value.","Azure & AWS landing zones, zero-trust framework, Gen-AI accelerators, DevSecOps pipelines, impact-measurement dashboard",Not Specified,Not Specified
